Year,State,tag_num_orig,Site,tag_num,Session,New_Session,sex,age,date,Bor_burg,Bab_micro
2016,RI,627,RH,627RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,628,RH,628RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,629,RH,629RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,630,RH,630RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,631,RH,631RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,632,RH,632RH,5,20,M,A,28-Jul-16,Y,Y
2016,RI,633,RH,633RH,5,20,M,J,28-Jul-16,N,Y
2016,RI,634,RH,634RH,5,20,F,J,28-Jul-16,N,Y
2016,RI,635,RH,635RH,5,20,M,J,28-Jul-16,Y,Y
2016,RI,636,RH,636RH,5,20,F,A,28-Jul-16,N,Y
2016,RI,637,RH,637RH,5,20,M,A,28-Jul-16,N,Y
2016,RI,640,RH,640RH,5,20,M,A,29-Jul-16,N,Y
2016,RI,641,RH,641RH,5,20,F,A,29-Jul-16,N,Y
2016,RI,642,RH,642RH,5,20,M,J,29-Jul-16,N,Y
2014,CT,108,HT,108HT,6,6,F,A,7/22/2014,N,N
2014,CT,131,HT,131HT,6,6,M,A,7/22/2014,N,Y
2014,CT,147,HT,147HT,6,6,F,A,7/22/2014,Y,N
2014,CT,148,HT,148HT,6,6,M,A,7/22/2014,Y,Y
2014,CT,151,HT,151HT,6,6,M,A,7/22/2014,Y,Y
2014,CT,154,HT,154HT,6,6,F,A,7/24/2014,N,N
2014,CT,156,HT,156HT,6,6,F,A,7/22/2014,Y,Y
2014,CT,158/159,LS,158/159LS,6,6,M,A,7/22/2014,Y,Y
2014,CT,165,HT,165HT,6,6,F,A,7/23/2014,Y,Y
2014,CT,307,LC,307LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,310,LC,310LC,6,6,F,A,7/29/2014,Y,N
2014,CT,311,LC,311LC,6,6,M,A,7/29/2014,N,Y
2014,CT,326,HT,326HT,6,6,M,A,7/24/2014,N,Y
2014,CT,327,HT,327HT,6,6,M,A,7/22/2014,N,Y
2014,CT,507/544,HT,507/544HT,6,6,M,A,7/22/2014,N,Y
2014,CT,510,HT,510HT,6,6,M,A,7/24/2014,Y,Y
2014,CT,514,HT,514HT,6,6,M,A,7/22/2014,N,Y
2014,CT,515,HT,515HT,6,6,M,A,7/22/2014,N,Y
2014,CT,518,LS,518LS,6,6,M,A,7/23/2014,N,Y
2014,CT,522,LC,522LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,523,LC,523LC,6,6,M,A,7/30/2014,N,Y
2014,CT,527,LC,527LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,532,HT,532HT,6,6,M,A,7/22/2014,N,Y
2014,CT,533,HT,533HT,6,6,F,A,7/23/2014,N,Y
2014,CT,538/563,LS,538/563LS,6,6,F,A,7/22/2014,N,Y
2014,CT,540/182,HT,540/182HT,6,6,F,A,7/23/2014,N,Y
2014,CT,542,HT,542HT,6,6,M,A,7/22/2014,Y,Y
2014,CT,549,LC,549LC,6,6,F,A,7/29/2014,Y,Y
2014,CT,550,LC,550LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,552,LC,552LC,6,6,F,A,7/29/2014,N,N
2014,CT,553,LC,553LC,6,6,F,A,7/29/2014,N,Y
2014,CT,554,LC,554LC,6,6,F,A,7/29/2014,N,Y
2014,CT,555,LC,555LC,6,6,M,A,7/29/2014,N,Y
2014,CT,556/557,LC,556/557LC,6,6,M,A,7/29/2014,Y,N
2014,CT,561,HT,561HT,6,6,M,J,7/22/2014,N,N
2014,CT,564,LC,564LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,568,LC,568LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,569,LC,569LC,6,6,M,A,7/30/2014,N,Y
2014,CT,570,LC,570LC,6,6,F,A,7/29/2014,Y,Y
2014,CT,571,LC,571LC,6,6,F,A,7/30/2014,N,Y
2014,CT,573,LC,573LC,6,6,M,J,7/29/2014,N,Y
2014,CT,575,LC,575LC,6,6,M,A,7/29/2014,N,N
2014,CT,578,HT,578HT,6,6,F,J,7/22/2014,N,Y
2014,CT,579,LS,579LS,6,6,M,A,7/22/2014,N,Y
2014,CT,580,LS,580LS,6,6,M,A,7/22/2014,Y,Y
2014,CT,581,LS,581LS,6,6,M,J,7/22/2014,N,Y
2014,CT,582,LS,582LS,6,6,F,A,7/23/2014,N,Y
2014,CT,584,LS,584LS,6,6,M,A,7/23/2014,N,Y
2014,CT,585,LS,585LS,6,6,F,A,7/23/2014,Y,Y
2014,CT,588,LS,588LS,6,6,F,A,7/24/2014,Y,Y
2014,CT,589,LC,589LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,590,LC,590LC,6,6,F,A,7/29/2014,N,Y
2014,CT,591,LC,591LC,6,6,M,A,7/29/2014,Y,Y
2014,CT,592,LC,592LC,6,6,F,A,7/29/2014,N,N
2014,CT,593,LC,593LC,6,6,M,J,7/29/2014,N,N
2014,CT,594,LC,594LC,6,6,F,J,7/29/2014,N,N
2014,CT,595,LC,595LC,6,6,F,A,7/29/2014,N,N
2014,CT,596,LC,596LC,6,6,M,J,7/31/2014,N,N
2014,CT,597,LC,597LC,6,6,M,A,7/31/2014,N,Y
2014,CT,598,LC,598LC,6,6,M,A,7/31/2014,N,N
2014,CT,599,LC,599LC,6,6,M,A,7/31/2014,N,N
2014,RI,124,RH,124RH,6,6,F,A,08/07/2014,N,Y
2014,RI,141,RH,141RH,6,6,M,A,08/07/2014,N,Y
2014,RI,143,RH,143RH,6,6,M,A,08/06/2014,Y,Y
2014,RI,148,RH,148RH,6,6,M,A,08/08/2014,N,Y
2014,RI,149,RH,149RH,6,6,M,A,08/06/2014,N,Y
2014,RI,153,RH,153RH,6,6,F,A,08/07/2014,N,Y
2014,RI,156,RH,156RH,6,6,F,A,08/07/2014,N,Y
2014,RI,171,RH,171RH,6,6,M,J,08/07/2014,N,N
2014,RI,172,RH,172RH,6,6,M,A,08/07/2014,N,Y
2014,RI,175,RH,175RH,6,6,M,A,08/07/2014,N,Y
2014,RI,176,RH,176RH,6,6,M,J,08/08/2014,N,Y
2014,RI,177,RH,177RH,6,6,M,A,08/08/2014,Y,Y
2014,RI,178,RH,178RH,6,6,M,A,08/08/2014,N,Y
2014,RI,180,RH,180RH,6,6,M,J,08/08/2014,N,Y
2015,CT,740,LC,740LC,6,14,M,A,08/04/2015,N,Y
2015,CT,755,LC,755LC,6,14,F,A,08/04/2015,N,N
2015,CT,756,LC,756LC,6,14,M,A,08/04/2015,N,N
2015,CT,760/799,HT,760/799HT,6,14,M,A,7/28/2015,Y,Y
2015,CT,766/802,LS,766/802LS,6,14,M,A,7/28/2015,Y,Y
2015,CT,770/793,HT,770/793HT,6,14,M,J,7/28/2015,Y,Y
2015,CT,771,LS,771LS,6,14,M,J,7/28/2015,Y,Y
2015,CT,773,LC,773LC,6,14,F,J,08/04/2015,N,N
2015,CT,774,LC,774LC,6,14,M,A,08/04/2015,Y,Y
2015,CT,777,LC,777LC,6,14,F,A,08/04/2015,Y,Y
2015,CT,778,LC,778LC,6,14,M,A,08/04/2015,Y,Y
2015,CT,783,LC,783LC,6,14,M,A,08/04/2015,Y,Y
2015,CT,784,LC,784LC,6,14,M,A,08/04/2015,Y,Y
2015,CT,786,LC,786LC,6,14,F,A,08/05/2015,Y,Y
2015,CT,788,LS,788LS,6,14,F,J,7/28/2015,N,Y
2015,CT,789,LS,789LS,6,14,M,A,7/28/2015,Y,Y
2015,CT,790,LS,790LS,6,14,M,A,7/30/2015,Y,Y
2015,CT,794,HT,794HT,6,14,M,A,7/28/2015,Y,Y
2015,CT,795,HT,795HT,6,14,M,A,7/28/2015,Y,Y
2015,CT,796,HT,796HT,6,14,F,J,7/28/2015,N,N
2015,CT,797,HT,797HT,6,14,M,J,7/28/2015,Y,Y
2015,CT,798,HT,798HT,6,14,M,A,7/28/2015,Y,Y
2015,CT,800,LC,800LC,6,14,M,A,08/05/2015,Y,N
2015,CT,801,HT,801HT,6,14,F,J,7/28/2015,N,Y
2015,CT,805,LC,805LC,6,14,M,J,08/05/2015,Y,N
2015,CT,807,LC,807LC,6,14,F,J,08/05/2015,N,Y
2015,CT,809,LC,809LC,6,14,F,J,08/05/2015,Y,Y
2015,RI,105,MSR,105MSR,6,14,F,A,08/06/2015,N,Y
2015,RI,201,MSR,201MSR,6,14,F,A,08/06/2015,Y,Y
2015,RI,205,BR,205BR,6,14,M,A,08/05/2015,Y,Y
2015,RI,223,RH,223RH,6,14,F,A,08/12/2015,Y,Y
2015,RI,252,BR,252BR,6,14,F,A,08/05/2015,Y,Y
2015,RI,254,BR,254BR,6,14,F,A,08/05/2015,Y,Y
2015,RI,254,BR,254BR,6,14,F,A,08/06/2015,Y,Y
2015,RI,255,BR,255BR,6,14,F,A,08/05/2015,Y,Y
2015,RI,256,MSR,256MSR,6,14,M,A,08/05/2015,Y,Y
2015,RI,258,RH,258RH,6,14,F,A,08/12/2015,Y,Y
2015,RI,260,RH,260RH,6,14,M,A,8/14/2015,Y,Y
2015,RI,266,RH,266RH,6,14,F,A,08/12/2015,Y,Y
2015,RI,269/304,RH,269/304RH,6,14,F,A,08/12/2015,N,Y
2015,RI,274,RH,274RH,6,14,M,A,08/12/2015,N,Y
2015,RI,276,RH,276RH,6,14,F,A,8/13/2015,Y,Y
2015,RI,280,MSR,280MSR,6,14,M,A,08/07/2015,Y,Y
2015,RI,282,BR,282BR,6,14,M,A,08/05/2015,Y,Y
2015,RI,285,RH,285RH,6,14,F,A,8/13/2015,Y,Y
2015,RI,286,RH,286RH,6,14,M,A,08/12/2015,Y,Y
2015,RI,292,RH,292RH,6,14,M,A,08/12/2015,Y,Y
2015,RI,296,BR,296BR,6,14,M,A,08/05/2015,Y,Y
2015,RI,299,BR,299BR,6,14,F,A,08/05/2015,Y,Y
2015,RI,302,RH,302RH,6,14,F,A,8/13/2015,Y,Y
2015,RI,307,RH,307RH,6,14,F,A,08/12/2015,Y,Y
2015,RI,309,RH,309RH,6,14,M,A,08/12/2015,Y,Y
2015,RI,311,BR,311BR,6,14,F,J,08/07/2015,N,Y
2015,RI,315,MSR,315MSR,6,14,M,A,08/06/2015,N,N
2015,RI,317,MSR,317MSR,6,14,F,A,08/05/2015,Y,Y
2015,RI,319,BR,319BR,6,14,M,A,08/06/2015,Y,Y
2015,RI,320,MSR,320MSR,6,14,F,J,08/06/2015,N,N
2015,RI,321,MSR,321MSR,6,14,M,A,08/06/2015,Y,N
2015,RI,327,RH,327RH,6,14,M,A,08/12/2015,Y,Y
2015,RI,328,RH,328RH,6,14,M,A,8/13/2015,Y,Y
2015,RI,330,RH,330RH,6,14,M,A,08/12/2015,N,Y
2015,RI,333,RH,333RH,6,14,F,J,08/12/2015,N,Y
2015,RI,339,BR,339BR,6,14,M,A,08/05/2015,N,Y
2015,RI,340,BR,340BR,6,14,M,A,08/05/2015,Y,Y
2015,RI,342,MSR,342MSR,6,14,F,A,08/05/2015,Y,Y
2015,RI,344,MSR,344MSR,6,14,F,A,08/06/2015,N,Y
2015,RI,345,MSR,345MSR,6,14,F,A,08/06/2015,Y,Y
2015,RI,346,BR,346BR,6,14,M,A,08/06/2015,Y,Y
2015,RI,347,BR,347BR,6,14,F,A,08/06/2015,Y,Y
2015,RI,348,BR,348BR,6,14,F,A,08/06/2015,Y,Y
2015,RI,349,BR,349BR,6,14,M,A,08/06/2015,N,Y
2015,RI,352,BR,352BR,6,14,M,A,08/07/2015,N,Y
2015,RI,353,MSR,353MSR,6,14,F,J,08/07/2015,N,N
2015,RI,354,RH,354RH,6,14,F,A,08/12/2015,Y,Y
2015,RI,355,RH,355RH,6,14,F,A,08/12/2015,N,Y
2015,RI,356,RH,356RH,6,14,F,A,08/12/2015,Y,N
2015,RI,357,RH,357RH,6,14,F,J,08/12/2015,N,Y
2015,RI,358,RH,358RH,6,14,M,A,08/12/2015,Y,N
2015,RI,359,RH,359RH,6,14,F,J,08/12/2015,N,N
2015,RI,360,RH,360RH,6,14,F,A,8/13/2015,Y,Y
2015,RI,361,RH,361RH,6,14,M,A,8/13/2015,N,Y
2015,RI,362,RH,362RH,6,14,F,J,8/13/2015,N,N
2015,RI,363,RH,363RH,6,14,M,A,8/13/2015,Y,Y
2015,RI,364,RH,364RH,6,14,M,J,8/14/2015,N,Y
2015,RI,365,RH,365RH,6,14,F,J,8/14/2015,N,N
2015,RI,366,RH,366RH,6,14,M,J,8/14/2015,N,N
2015,RI,367,RH,367RH,6,14,M,J,8/14/2015,N,Y
2015,RI,69,BR,69BR,6,14,M,A,08/05/2015,Y,Y
2016,CT,403,HT,403HT,6,21,F,J,03-Aug-16,N,Y
2016,CT,404,LS,404LS,6,21,M,J,02-Aug-16,Y,Y
2016,CT,405,LS,405LS,6,21,M,J,02-Aug-16,Y,Y
2016,CT,408,HT,408HT,6,21,F,A,02-Aug-16,N,Y
2016,CT,409,LS,409LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,410,LS,410LS,6,21,M,J,02-Aug-16,N,Y
2016,CT,411,LS,411LS,6,21,M,J,02-Aug-16,N,N
2016,CT,412,LS,412LS,6,21,M,J,02-Aug-16,N,Y
2016,CT,413,LS,413LS,6,21,M,J,02-Aug-16,Y,Y
2016,CT,415,HT,415HT,6,21,M,J,02-Aug-16,N,Y
2016,CT,416,LC,416LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,418,LS,418LS,6,21,F,J,02-Aug-16,N,Y
2016,CT,419,LS,419LS,6,21,M,J,02-Aug-16,N,Y
2016,CT,421,HT,421HT,6,21,F,A,02-Aug-16,N,Y
2016,CT,423,LS,423LS,6,21,M,A,03-Aug-16,Y,Y
2016,CT,427,LC,427LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,430,LC,430LC,6,21,M,A,11-Aug-16,N,Y
2016,CT,435,LC,435LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,438,LS,438LS,6,21,M,A,02-Aug-16,N,Y
2016,CT,439,LS,439LS,6,21,M,A,02-Aug-16,N,Y
2016,CT,440,LS,440LS,6,21,M,J,04-Aug-16,N,Y
2016,CT,441,HT,441HT,6,21,M,A,03-Aug-16,N,Y
2016,CT,444,HT,444HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,445,HT,445HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,446,HT,446HT,6,21,F,A,02-Aug-16,N,Y
2016,CT,447,HT,447HT,6,21,F,A,02-Aug-16,N,Y
2016,CT,449,HT,449HT,6,21,F,A,02-Aug-16,N,Y
2016,CT,450,HT,450HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,452,HT,452HT,6,21,F,A,03-Aug-16,N,Y
2016,CT,454,HT,454HT,6,21,F,J,02-Aug-16,N,Y
2016,CT,455,LS,455LS,6,21,M,A,03-Aug-16,N,Y
2016,CT,457,LS,457LS,6,21,F,J,04-Aug-16,N,Y
2016,CT,460,LC,460LC,6,21,F,A,10-Aug-16,N,Y
2016,CT,474,LC,474LC,6,21,M,A,10-Aug-16,N,Y
2016,CT,478,LC,478LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,479,LS,479LS,6,21,F,A,03-Aug-16,N,Y
2016,CT,483,LC,483LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,484,LC,484LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,487,LS,487LS,6,21,M,A,02-Aug-16,N,Y
2016,CT,489,LC,489LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,492,LC,492LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,494,LC,494LC,6,21,F,A,09-Aug-16,N,Y
2016,CT,499,LS,499LS,6,21,M,A,02-Aug-16,N,Y
2016,CT,533,LC,533LC,6,21,M,A,11-Aug-16,Y,Y
2016,CT,544,LC,544LC,6,21,M,A,09-Aug-16,N,Y
2016,CT,637,LS,637LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,644,LS,644LS,6,21,F,A,03-Aug-16,N,Y
2016,CT,652,LC,652LC,6,21,M,A,09-Aug-16,Y,Y
2016,CT,654,HT,654HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,655,LS,655LS,6,21,M,A,02-Aug-16,Y,Y
2016,CT,656,LS,656LS,6,21,M,A,02-Aug-16,Y,Y
2016,CT,659,HT,659HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,661,LS,661LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,662,LS,662LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,665,HT,665HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,666,HT,666HT,6,21,M,A,03-Aug-16,N,Y
2016,CT,670,LS,670LS,6,21,M,A,02-Aug-16,N,Y
2016,CT,684,HT,684HT,6,21,M,A,03-Aug-16,N,Y
2016,CT,686,HT,686HT,6,21,M,A,02-Aug-16,N,Y
2016,CT,687,LC,687LC,6,21,M,A,09-Aug-16,Y,Y
2016,CT,689,LC,689LC,6,21,F,A,09-Aug-16,N,Y
2016,CT,700,LS,700LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,833,LS,833LS,6,21,F,A,02-Aug-16,N,Y
2016,CT,911,HT,911HT,6,21,M,A,03-Aug-16,Y,Y
2016,CT,941,LS,941LS,6,21,M,A,03-Aug-16,Y,Y
2016,CT,956,LC,956LC,6,21,F,A,09-Aug-16,N,Y
2016,CT,990,HT,990HT,6,21,F,A,03-Aug-16,Y,Y
2016,RI,374,MSR,374MSR,6,21,M,A,03-Aug-16,N,Y
2016,RI,402,BR,402BR,6,21,F,A,03-Aug-16,N,Y
2016,RI,404,BR,404BR,6,21,M,A,04-Aug-16,N,Y
2016,RI,416,MSR,416MSR,6,21,M,A,03-Aug-16,N,Y
2016,RI,418,MSR,418MSR,6,21,F,A,05-Aug-16,N,Y
2016,RI,428,MSR,428MSR,6,21,M,A,03-Aug-16,Y,Y
2016,RI,438/581,MSR,438/581MSR,6,21,F,A,03-Aug-16,N,Y
2016,RI,442,BR,442BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,462,RH,462RH,6,21,M,A,11-Aug-16,N,Y
2016,RI,465,RH,465RH,6,21,M,A,11-Aug-16,N,Y
2016,RI,476,RH,476RH,6,21,F,A,10-Aug-16,N,Y
2016,RI,488,RH,488RH,6,21,F,A,12-Aug-16,N,Y
2016,RI,492,RH,492RH,6,21,F,A,10-Aug-16,N,Y
2016,RI,499,RH,499RH,6,21,M,A,10-Aug-16,Y,Y
2016,RI,509,MSR,509MSR,6,21,M,A,03-Aug-16,Y,Y
2016,RI,512,MSR,512MSR,6,21,M,A,04-Aug-16,Y,Y
2016,RI,515,BR,515BR,6,21,M,A,04-Aug-16,N,Y
2016,RI,515,BR,515BR,6,21,M,A,05-Aug-16,N,Y
2016,RI,522,MSR,522MSR,6,21,M,A,04-Aug-16,N,Y
2016,RI,534,RH,534RH,6,21,M,A,11-Aug-16,N,Y
2016,RI,546,BR,546BR,6,21,F,A,03-Aug-16,N,Y
2016,RI,548,MSR,548MSR,6,21,M,A,03-Aug-16,Y,Y
2016,RI,559,RH,559RH,6,21,M,A,10-Aug-16,N,Y
2016,RI,562,RH,562RH,6,21,F,A,11-Aug-16,N,Y
2016,RI,569,BR,569BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,574,BR,574BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,575,BR,575BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,580,BR,580BR,6,21,F,A,04-Aug-16,N,Y
2016,RI,583,MSR,583MSR,6,21,F,A,05-Aug-16,N,Y
2016,RI,587,BR,587BR,6,21,F,A,04-Aug-16,N,Y
2016,RI,596,RH,596RH,6,21,M,A,10-Aug-16,Y,Y
2016,RI,601,RH,601RH,6,21,M,A,10-Aug-16,N,Y
2016,RI,602,RH,602RH,6,21,M,A,11-Aug-16,N,Y
2016,RI,603,BR,603BR,6,21,F,A,04-Aug-16,N,Y
2016,RI,605,BR,605BR,6,21,F,A,03-Aug-16,N,Y
2016,RI,606,MSR,606MSR,6,21,F,A,03-Aug-16,Y,Y
2016,RI,613,BR,613BR,6,21,M,A,05-Aug-16,N,Y
2016,RI,615,MSR,615MSR,6,21,M,A,04-Aug-16,N,Y
2016,RI,622,MSR,622MSR,6,21,M,A,03-Aug-16,N,Y
2016,RI,634,RH,634RH,6,21,F,J,11-Aug-16,N,Y
2016,RI,636,RH,636RH,6,21,F,A,11-Aug-16,N,Y
2016,RI,644,MSR,644MSR,6,21,F,J,03-Aug-16,N,Y
2016,RI,645,MSR,645MSR,6,21,M,A,03-Aug-16,N,Y
2016,RI,646,MSR,646MSR,6,21,M,A,03-Aug-16,N,Y
2016,RI,647,BR,647BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,648,BR,648BR,6,21,F,J,03-Aug-16,N,Y
2016,RI,649,BR,649BR,6,21,M,A,03-Aug-16,N,Y
2016,RI,650,BR,650BR,6,21,M,J,03-Aug-16,N,Y
2016,RI,651,BR,651BR,6,21,F,A,03-Aug-16,N,Y
2016,RI,652,BR,652BR,6,21,M,J,04-Aug-16,N,Y
2016,RI,653,MSR,653MSR,6,21,M,A,04-Aug-16,N,Y
2016,RI,654,MSR,654MSR,6,21,M,J,04-Aug-16,N,Y
2016,RI,655,MSR,655MSR,6,21,F,A,04-Aug-16,N,Y
2016,RI,656,MSR,656MSR,6,21,M,A,04-Aug-16,N,Y
2016,RI,657,MSR,657MSR,6,21,F,A,05-Aug-16,N,Y
2016,RI,658,MSR,658MSR,6,21,F,A,04-Aug-16,N,Y
2016,RI,659,MSR,659MSR,6,21,M,J,05-Aug-16,N,Y
2016,RI,660,MSR,660MSR,6,21,M,A,05-Aug-16,N,Y
2016,RI,661,BR,661BR,6,21,M,A,05-Aug-16,N,Y
2016,RI,662,BR,662BR,6,21,M,A,05-Aug-16,N,Y
2016,RI,663,RH,663RH,6,21,M,J,10-Aug-16,N,Y
2016,RI,664,RH,664RH,6,21,F,A,10-Aug-16,Y,Y
2016,RI,666,RH,666RH,6,21,M,J,10-Aug-16,N,Y
2016,RI,667,RH,667RH,6,21,F,J,10-Aug-16,N,Y
2016,RI,668,RH,668RH,6,21,F,J,10-Aug-16,N,Y
2016,RI,670,RH,670RH,6,21,M,A,10-Aug-16,N,Y
2016,RI,671,RH,671RH,6,21,M,A,10-Aug-16,Y,Y
2016,RI,672,RH,672RH,6,21,F,A,10-Aug-16,Y,Y
2016,RI,673,RH,673RH,6,21,M,A,10-Aug-16,Y,Y
2016,RI,674,RH,674RH,6,21,F,J,10-Aug-16,N,Y
2016,RI,675,RH,675RH,6,21,M,J,11-Aug-16,N,Y
2016,RI,676,RH,676RH,6,21,M,A,11-Aug-16,N,Y
2016,RI,678,RH,678RH,6,21,F,A,11-Aug-16,Y,Y
2016,RI,680,RH,680RH,6,21,M,A,12-Aug-16,N,Y
2016,RI,681,RH,681RH,6,21,M,A,12-Aug-16,Y,Y
2014,CT,108,HT,108HT,7,7,F,A,08/05/2014,N,Y
2014,CT,131,HT,131HT,7,7,M,A,08/05/2014,N,Y
2014,CT,147,HT,147HT,7,7,F,A,08/05/2014,Y,Y
2014,CT,151,HT,151HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,154,HT,154HT,7,7,F,A,08/05/2014,Y,Y
2014,CT,156,HT,156HT,7,7,F,A,08/05/2014,Y,Y
2014,CT,165,HT,165HT,7,7,F,A,08/06/2014,Y,Y
2014,CT,301,HT,301HT,7,7,F,A,08/06/2014,Y,Y
2014,CT,307,LC,307LC,7,7,M,A,08/12/2014,Y,Y
2014,CT,326,HT,326HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,327,HT,327HT,7,7,M,A,08/05/2014,N,Y
2014,CT,507/544,HT,507/544HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,510,HT,510HT,7,7,M,A,08/06/2014,Y,Y
2014,CT,515,HT,515HT,7,7,M,A,08/05/2014,N,N
2014,CT,522,LC,522LC,7,7,M,A,8/13/2014,Y,Y
2014,CT,525,LC,525LC,7,7,M,A,08/12/2014,N,Y
2014,CT,533,HT,533HT,7,7,F,A,08/05/2014,N,Y
2014,CT,535,HT,535HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,540/182,HT,540/182HT,7,7,F,A,08/05/2014,Y,Y
2014,CT,542,HT,542HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,549,LC,549LC,7,7,F,A,08/12/2014,N,Y
2014,CT,550,LC,550LC,7,7,M,A,08/12/2014,N,Y
2014,CT,552,LC,552LC,7,7,F,A,08/12/2014,N,N
2014,CT,567,LC,567LC,7,7,M,A,08/12/2014,N,Y
2014,CT,573,LC,573LC,7,7,M,J,08/12/2014,N,Y
2014,CT,574,LC,574LC,7,7,F,A,8/13/2014,N,N
2014,CT,582,LC,582LC,7,7,M,A,08/12/2014,N,Y
2014,CT,582,LS,582LS,7,7,F,A,08/06/2014,Y,Y
2014,CT,583/602,LS,583/602LS,7,7,M,A,08/05/2014,N,Y
2014,CT,584,LS,584LS,7,7,M,A,08/05/2014,N,Y
2014,CT,585,LS,585LS,7,7,F,A,08/07/2014,Y,Y
2014,CT,586,HT,586HT,7,7,M,A,08/05/2014,Y,Y
2014,CT,588,LS,588LS,7,7,F,A,08/06/2014,Y,Y
2014,CT,589,LC,589LC,7,7,M,A,8/13/2014,Y,Y
2014,CT,590,LC,590LC,7,7,F,A,08/12/2014,N,Y
2014,CT,592,LC,592LC,7,7,F,A,08/12/2014,N,N
2014,CT,593,LC,593LC,7,7,M,A,08/12/2014,N,Y
2014,CT,594,LC,594LC,7,7,F,J,08/12/2014,N,Y
2014,CT,595,LC,595LC,7,7,F,A,08/12/2014,N,N
2014,CT,600,LS,600LS,7,7,M,A,08/05/2014,N,Y
2014,CT,601,LS,601LS,7,7,F,J,08/05/2014,N,Y
2014,CT,604,HT,604HT,7,7,M,A,08/06/2014,N,Y
2014,CT,605,HT,605HT,7,7,F,J,08/06/2014,N,N
2014,CT,606,LS,606LS,7,7,M,J,08/06/2014,N,N
2014,CT,608,LS,608LS,7,7,M,A,08/06/2014,N,Y
2014,CT,611,HT,611HT,7,7,M,J,08/07/2014,N,N
2014,CT,612,LS,612LS,7,7,F,A,08/07/2014,N,Y
2014,CT,613,LC,613LC,7,7,M,J,08/12/2014,N,Y
2014,CT,614,LC,614LC,7,7,M,A,08/12/2014,N,Y
2014,CT,615,LC,615LC,7,7,M,A,8/13/2014,N,Y
2014,RI,140,RH,140RH,7,7,F,A,8/22/2014,Y,Y
2014,RI,156,RH,156RH,7,7,F,A,8/20/2014,N,Y
2014,RI,171,RH,171RH,7,7,M,A,8/22/2014,N,N
2014,RI,172,RH,172RH,7,7,M,A,8/21/2014,Y,Y
2014,RI,178,RH,178RH,7,7,M,A,8/21/2014,N,Y
2014,RI,186,RH,186RH,7,7,M,J,8/21/2014,N,N
2014,RI,188,RH,188RH,7,7,M,A,8/21/2014,Y,Y
2014,RI,190,RH,190RH,7,7,F,A,8/22/2014,Y,Y
2015,CT,752,LC,752LC,7,15,F,A,8/18/2015,Y,Y
2015,CT,755,LC,755LC,7,15,F,A,8/18/2015,N,N
2015,CT,756,LC,756LC,7,15,M,A,8/18/2015,Y,Y
2015,CT,760/799,HT,760/799HT,7,15,M,A,08/11/2015,N,Y
2015,CT,766/802,LS,766/802LS,7,15,M,A,08/11/2015,Y,Y
2015,CT,770/793,HT,770/793HT,7,15,M,J,08/11/2015,Y,Y
2015,CT,773,LC,773LC,7,15,F,A,8/18/2015,N,N
2015,CT,777,LC,777LC,7,15,F,A,8/18/2015,Y,Y
2015,CT,778,LC,778LC,7,15,M,A,8/19/2015,N,Y
2015,CT,783,LC,783LC,7,15,M,A,8/18/2015,Y,Y
